video_id,n_frames,duration_s,AU01_r_mean,AU01_r_std,AU02_r_mean,AU02_r_std,AU04_r_mean,AU04_r_std,AU05_r_mean,AU05_r_std,AU06_r_mean,AU06_r_std,AU07_r_mean,AU07_r_std,AU09_r_mean,AU09_r_std,AU10_r_mean,AU10_r_std,AU12_r_mean,AU12_r_std,AU14_r_mean,AU14_r_std,AU15_r_mean,AU15_r_std,AU17_r_mean,AU17_r_std,AU20_r_mean,AU20_r_std,AU23_r_mean,AU23_r_std,AU25_r_mean,AU25_r_std,AU26_r_mean,AU26_r_std,AU45_r_mean,AU45_r_std
10.1,56888,1898.1,0.134035,0.213937,0.087505,0.204511,0.791927,0.343504,0.050461,0.132902,0.163513,0.229615,0.025321,0.099936,0.042899,0.089686,1.10986,0.566299,0.701227,0.417229,0.408421,0.412932,0.156575,0.248402,0.695252,0.639482,0.108542,0.199398,0.085564,0.162767,0.428106,0.463732,0.497337,0.52012,0.104634,0.17521
10.2,58458,1950.5,0.120826,0.195278,0.088109,0.203928,0.808164,0.364754,0.045714,0.11624,0.221509,0.278343,0.030132,0.163308,0.048769,0.109073,1.104418,0.611074,0.732083,0.440698,0.301925,0.363399,0.154272,0.253444,0.801625,0.764727,0.101218,0.18985,0.083273,0.165706,0.472159,0.525284,0.540149,0.598385,0.112183,0.195277
10.3,56120,1872.5,0.152292,0.236124,0.110205,0.262419,0.928205,0.383762,0.057288,0.146426,0.243723,0.299593,0.010385,0.068027,0.052932,0.112452,1.201679,0.593123,0.7373,0.417082,0.259162,0.343924,0.169502,0.280544,0.854336,0.730547,0.112641,0.201701,0.104412,0.226273,0.496752,0.524286,0.57509,0.595503,0.110754,0.185012
10.4,56168,1874.1,0.154196,0.247,0.112808,0.259565,0.866781,0.402208,0.058447,0.151781,0.250451,0.309966,0.011656,0.078128,0.057293,0.124127,1.267791,0.656584,0.789012,0.448323,0.267007,0.36399,0.183368,0.310574,0.878513,0.807427,0.121715,0.223331,0.096976,0.187568,0.514595,0.54677,0.583158,0.631635,0.117051,0.198641
10.5,57201,1908.6,0.172758,0.299619,0.108158,0.258812,0.878219,0.439645,0.056231,0.147252,0.332203,0.375786,0.034646,0.191354,0.058241,0.13622,1.30107,0.70428,0.842408,0.48136,0.291247,0.412789,0.169731,0.273852,0.784344,0.716478,0.117635,0.214335,0.107106,0.22,0.47323,0.514024,0.574921,0.630087,0.115631,0.208791
10010.1,53308,1778.7,0.205232,0.346516,0.217901,0.505824,0.523871,0.511827,0.084485,0.234728,0.23766,0.351107,0.168293,0.31327,0.090966,0.189332,0.40292,0.427106,0.620043,0.514873,0.304887,0.403744,0.123317,0.196782,0.408187,0.3896,0.107791,0.199488,0.09921,0.206515,0.455258,0.480476,0.491801,0.515565,0.143187,0.238288
10010.2,53692,1791.5,0.198177,0.307914,0.169093,0.384344,0.415797,0.40321,0.084235,0.215462,0.250634,0.302459,0.361627,0.439514,0.099422,0.206307,0.333371,0.37189,0.561456,0.451573,0.291351,0.393876,0.139344,0.211003,0.441439,0.411247,0.110635,0.201514,0.100175,0.201706,0.424981,0.44104,0.527269,0.529367,0.15084,0.245043
10010.3,54028,1802.7,0.214421,0.348587,0.198106,0.500871,0.379828,0.42124,0.06162,0.151108,0.169881,0.251559,0.293593,0.386175,0.069712,0.138608,0.318683,0.387803,0.672023,0.42675,0.167767,0.31945,0.112059,0.16245,0.447224,0.376773,0.143576,0.260741,0.096556,0.186276,0.459792,0.484054,0.543201,0.583588,0.150934,0.24511
10010.4,53668,1790.7,0.206734,0.343974,0.189157,0.4848,0.580353,0.455051,0.071928,0.181713,0.24934,0.33671,0.134153,0.248558,0.074095,0.148262,0.489371,0.476256,0.68603,0.504733,0.301206,0.432869,0.115864,0.168826,0.46257,0.40121,0.140271,0.256568,0.108295,0.220888,0.498367,0.521145,0.526972,0.567732,0.151806,0.247428
10012.1,52586,1754.6,0.144855,0.232552,0.077294,0.175126,0.004898,0.043063,0.057148,0.157232,0.001266,0.021274,0.020644,0.106204,0.087725,0.20072,0.12967,0.196653,0.032144,0.148483,0.502614,0.413592,0.175612,0.285547,0.440571,0.429349,0.091469,0.168562,0.124713,0.244196,0.490156,0.517147,0.419553,0.43123,0.215683,0.365809
10012.2,52946,1766.6,0.175328,0.28336,0.091519,0.202334,0.006654,0.059511,0.071247,0.228224,0.001272,0.020603,0.02827,0.129851,0.120584,0.253253,0.174213,0.24559,0.060742,0.185628,0.454113,0.441393,0.204735,0.323591,0.586865,0.561173,0.099723,0.179415,0.118665,0.240445,0.497841,0.501162,0.486468,0.486172,0.224989,0.373074
10012.3,51833,1729.5,0.210463,0.323421,0.111051,0.249066,0.036866,0.186544,0.083739,0.245132,0.010056,0.081118,0.087378,0.25976,0.144622,0.30082,0.269825,0.324553,0.101274,0.248409,0.456393,0.444893,0.229033,0.37217,0.70248,0.67874,0.114691,0.209654,0.173301,0.340289,0.556632,0.562001,0.565011,0.578064,0.218996,0.364216
10012.4,51260,1710.3,0.205729,0.323249,0.097144,0.21983,0.016574,0.111254,0.077443,0.216546,0.004653,0.054494,0.057369,0.210618,0.132483,0.27629,0.241103,0.300708,0.077568,0.225538,0.475199,0.439909,0.216917,0.352362,0.675086,0.663385,0.10734,0.19801,0.158718,0.314587,0.524854,0.533561,0.517847,0.526271,0.234626,0.390196
10030.2,42870,1714.8,0.259959,0.453943,0.130937,0.317406,0.008136,0.052053,0.044875,0.119847,1.307692,0.499081,1.77605,0.741474,0.092385,0.199613,0.455385,0.514755,1.729991,0.671836,0.135091,0.262346,0.151976,0.241043,0.487755,0.438954,0.103841,0.190928,0.103182,0.222855,0.433492,0.419776,0.477641,0.513143,0.19405,0.319347
10030.3,44242,1769.6,0.326155,0.589458,0.16368,0.389234,0.007831,0.056802,0.045266,0.118953,1.30721,0.500561,1.772895,0.812629,0.087082,0.184114,0.492282,0.522914,1.765489,0.63953,0.127406,0.262426,0.157365,0.253024,0.487409,0.444665,0.110109,0.208196,0.118744,0.244345,0.426225,0.408684,0.472671,0.505801,0.20128,0.334676
10030.4,43473,1738.9,0.289426,0.533883,0.143291,0.35332,0.005478,0.048183,0.048497,0.136316,1.334372,0.47597,1.856434,0.790172,0.093369,0.200637,0.570277,0.539758,1.812957,0.615472,0.154324,0.296258,0.156858,0.251985,0.495996,0.442926,0.118443,0.229613,0.142661,0.29721,0.420576,0.404943,0.45126,0.493542,0.191768,0.317269
10030.5,42909,1716.3,0.330637,0.60148,0.140645,0.354359,0.050615,0.163605,0.056513,0.161939,1.153539,0.504291,1.604581,0.858866,0.123163,0.277373,0.474113,0.480489,1.643649,0.610017,0.156124,0.316776,0.166119,0.267697,0.514878,0.476539,0.127177,0.239646,0.146777,0.305275,0.443529,0.43665,0.498594,0.547851,0.172093,0.288035
10030.6,46212,1848.4,0.274037,0.508651,0.140983,0.346963,0.01318,0.098336,0.049169,0.130645,1.275511,0.502924,1.790693,0.822548,0.103937,0.236151,0.557023,0.518345,1.770395,0.607254,0.187723,0.392731,0.164952,0.264707,0.53056,0.475954,0.105968,0.217493,0.133696,0.293639,0.430643,0.428195,0.505617,0.555126,0.189282,0.313777
10098.1,54257,1810.3,0.180466,0.29923,0.09318,0.211543,0.371441,0.377398,0.120955,0.340585,1.097973,0.448673,1.608119,0.799466,0.069991,0.141897,0.670896,0.507102,0.296849,0.37769,0.148561,0.302108,0.195345,0.365435,0.541731,0.510728,0.135616,0.301075,0.15105,0.329488,0.480108,0.530889,0.656549,0.716294,0.202113,0.366338
10098.2,54362,1813.8,0.176133,0.271424,0.122515,0.287451,0.230891,0.340833,0.12946,0.339973,1.189497,0.426703,1.630533,0.822945,0.079763,0.155247,0.883071,0.553899,0.447042,0.432167,0.17869,0.345928,0.248356,0.444868,0.64127,0.610201,0.161755,0.314469,0.175209,0.36354,0.573697,0.602264,0.628649,0.670582,0.254992,0.449496
10098.3,54257,1810.3,0.201937,0.344804,0.117229,0.288664,0.288336,0.398107,0.154341,0.431325,1.265307,0.429274,1.579814,0.764897,0.082287,0.159005,0.671601,0.497746,0.43397,0.439052,0.172052,0.350356,0.228582,0.424547,0.628856,0.587732,0.144415,0.297594,0.258546,0.52939,0.508819,0.534353,0.712761,0.772205,0.235934,0.421551
10098.4,54170,1807.4,0.160052,0.252996,0.126661,0.277515,0.255175,0.391506,0.13834,0.371728,1.100637,0.390655,1.618969,0.801284,0.073965,0.148174,0.968363,0.530806,0.369313,0.370339,0.142872,0.284637,0.237384,0.393329,0.661828,0.628956,0.181083,0.343311,0.154942,0.332665,0.574083,0.569733,0.588193,0.610856,0.204522,0.356757
10098.5,54145,1806.6,0.155548,0.246642,0.136025,0.301943,0.209268,0.363638,0.117536,0.317009,1.073027,0.366696,1.423075,0.833056,0.062259,0.122596,0.921136,0.507101,0.48231,0.396754,0.179013,0.319035,0.246667,0.408983,0.784902,0.74475,0.224466,0.425918,0.153238,0.353168,0.586395,0.604813,0.586069,0.629596,0.192222,0.326858
10098.6,54241,1809.8,0.174315,0.26898,0.176177,0.399767,0.231395,0.342405,0.118157,0.296247,1.115493,0.407635,1.36684,0.800626,0.063947,0.128371,1.465213,0.623982,0.819,0.47304,0.182675,0.331056,0.25466,0.437858,0.921461,0.885476,0.236398,0.466628,0.179532,0.366232,0.600405,0.623024,0.525434,0.553688,0.177701,0.293799
10098.7,54122,1805.8,0.15064,0.242932,0.143962,0.324113,0.240475,0.373126,0.113441,0.287661,1.071541,0.358172,1.019331,0.717188,0.055383,0.109211,1.272502,0.466492,0.685994,0.396337,0.244667,0.39494,0.203855,0.326754,0.72119,0.7,0.241236,0.476546,0.143417,0.310174,0.500381,0.533026,0.505079,0.529971,0.157288,0.261552
10119.1,52183,1741.1,0.350275,0.557651,0.097953,0.230325,0.000323,0.014143,0.050226,0.132245,0.137225,0.219619,0.108416,0.294032,0.063588,0.131023,0.020352,0.090223,0.231374,0.302218,0.009357,0.078572,0.156545,0.239826,0.488738,0.467941,0.148601,0.307248,0.183528,0.370074,0.427236,0.447703,0.47869,0.523093,0.277073,0.530882
10119.2,49571,1654.0,0.263648,0.477977,0.105178,0.244871,0.000429,0.013312,0.044727,0.108178,0.166268,0.290122,0.162656,0.319892,0.056304,0.113135,0.051143,0.151976,0.272472,0.384822,0.009727,0.067698,0.168726,0.251281,0.538517,0.497566,0.144575,0.275371,0.158587,0.308369,0.493713,0.516857,0.512228,0.569694,0.27382,0.523889
10119.3,49256,1643.5,0.33799,0.516713,0.1011,0.231367,0.00413,0.068278,0.0474,0.135323,0.130284,0.226367,0.085329,0.228377,0.064943,0.132818,0.022825,0.118646,0.2046,0.307578,0.013036,0.09389,0.1665,0.266152,0.526381,0.546629,0.149396,0.310023,0.175588,0.409412,0.478338,0.487995,0.472972,0.536174,0.247196,0.488862
10119.4,50314,1678.8,0.251028,0.426434,0.096254,0.216544,0.001521,0.046601,0.049425,0.122617,0.162913,0.242776,0.095048,0.23423,0.06511,0.131725,0.01076,0.06295,0.155185,0.265503,0.005389,0.057418,0.166314,0.266116,0.497945,0.461468,0.146104,0.284644,0.14995,0.291775,0.434638,0.454306,0.449914,0.4937,0.215751,0.39884
10162.1,53123,1772.5,0.297653,0.454418,0.116698,0.270928,0.015654,0.117871,0.069633,0.184325,0.023007,0.099611,0.002759,0.044657,0.087661,0.18789,0.544575,0.51261,0.154418,0.244171,0.471301,0.494291,0.114804,0.178746,0.387678,0.365175,0.089857,0.184565,0.102804,0.197513,0.33732,0.368921,0.370037,0.412823,0.168926,0.310686
10162.2,53173,1774.2,0.393986,0.609022,0.139699,0.318249,0.024206,0.161288,0.087301,0.22878,0.017938,0.085239,0.006231,0.061027,0.085775,0.175772,0.508868,0.49582,0.124026,0.218121,0.483841,0.516753,0.133843,0.204944,0.477337,0.435389,0.108639,0.216458,0.111381,0.205984,0.357601,0.372053,0.390411,0.408397,0.213861,0.377263
10162.3,53578,1787.7,0.362154,0.558362,0.135789,0.306126,0.054833,0.250042,0.102318,0.256533,0.02477,0.122034,0.003452,0.043149,0.089997,0.193498,0.648184,0.55174,0.141807,0.258019,0.740029,0.631982,0.140971,0.219606,0.487346,0.451579,0.1117,0.229932,0.111157,0.211689,0.373813,0.390877,0.421033,0.451664,0.228079,0.402445
10162.4,53938,1799.7,0.342914,0.549535,0.126915,0.287204,0.025305,0.160515,0.081035,0.208686,0.031195,0.126746,0.002321,0.030617,0.08074,0.164295,0.50925,0.509207,0.112152,0.214162,0.523638,0.533405,0.137906,0.205412,0.523368,0.444415,0.092618,0.179259,0.111809,0.20389,0.380408,0.399094,0.420775,0.449863,0.20651,0.358191
10162.5,42840,1429.4,0.286681,0.468417,0.134497,0.314223,0.011466,0.08478,0.104072,0.275602,0.018931,0.090422,0.001646,0.025497,0.08781,0.181935,0.544894,0.52744,0.115118,0.217813,0.664677,0.642977,0.140269,0.211328,0.509873,0.438592,0.096563,0.192006,0.115134,0.206448,0.354478,0.37851,0.421232,0.443866,0.210332,0.368539
10181.1,52700,1758.4,0.10402,0.187439,0.085533,0.230103,0.350311,0.282552,0.054705,0.143587,0.772442,0.289353,0.003278,0.037334,0.046565,0.101121,2.074707,0.525597,0.751775,0.26798,1.338022,0.494367,0.131677,0.214232,0.335121,0.308175,0.080615,0.154424,0.099345,0.196615,0.248396,0.25555,0.25362,0.274626,0.14404,0.254727
10181.2,53435,1782.9,0.116614,0.237468,0.103991,0.304744,0.308348,0.284431,0.067708,0.177853,0.779937,0.263933,0.010369,0.070348,0.04795,0.100541,2.050877,0.373108,0.599448,0.260921,1.59123,0.488493,0.141667,0.229758,0.37399,0.338763,0.099055,0.189629,0.11834,0.229136,0.264822,0.261125,0.291175,0.336738,0.138151,0.245044
10181.3,53690,1791.4,0.130397,0.286618,0.135433,0.400437,0.185591,0.211903,0.062035,0.160963,0.891875,0.285096,0.012034,0.070017,0.049864,0.107065,2.397759,0.408915,0.762656,0.262484,1.785795,0.481268,0.135232,0.225281,0.406265,0.371321,0.097368,0.187056,0.11861,0.235774,0.292609,0.281668,0.277123,0.316011,0.163543,0.292644
10181.4,54479,1817.7,0.165071,0.349104,0.168315,0.459708,0.162322,0.224137,0.070261,0.186197,0.8923,0.287924,0.020697,0.105512,0.048071,0.101333,2.40743,0.41017,0.839585,0.27729,1.940145,0.481431,0.139325,0.232651,0.373882,0.339475,0.097098,0.18548,0.113334,0.221157,0.27538,0.26864,0.286075,0.315016,0.175539,0.306323
10181.5,53983,1801.2,0.175685,0.355854,0.145203,0.38436,0.222193,0.278678,0.070274,0.181373,0.728394,0.311568,0.019679,0.108727,0.054101,0.111728,2.154626,0.434594,0.887783,0.305433,2.059323,0.56424,0.140059,0.223917,0.396372,0.34623,0.116016,0.219497,0.101764,0.197498,0.321192,0.317356,0.341982,0.373426,0.166705,0.284248
1020.1,52328,1746.0,0.430218,0.682517,0.192473,0.46634,1.229975,0.446354,0.062524,0.174236,0.465647,0.322626,1.039976,0.497867,0.085214,0.180784,1.23557,0.569873,0.19303,0.258329,0.204498,0.245682,0.107667,0.173654,0.441245,0.408103,0.076815,0.151151,0.093664,0.178123,0.360643,0.407939,0.332193,0.341987,0.194667,0.348019
1020.2,51821,1729.1,0.423358,0.706579,0.201239,0.495287,1.407042,0.49306,0.062008,0.185014,0.736906,0.345647,1.029183,0.487271,0.092472,0.204517,1.319781,0.585166,0.448597,0.373061,0.217709,0.282633,0.107174,0.17829,0.448115,0.425147,0.087261,0.191874,0.093357,0.179448,0.353794,0.400015,0.320435,0.331653,0.189807,0.346715
1020.3,52148,1740.0,0.517558,0.843291,0.235856,0.574018,1.243182,0.473925,0.077604,0.225275,0.653105,0.352748,0.809259,0.476583,0.094401,0.202088,1.296753,0.583065,0.502504,0.362826,0.275958,0.315114,0.130249,0.262716,0.483111,0.478119,0.106667,0.245321,0.101352,0.199741,0.356387,0.398793,0.293926,0.296779,0.209166,0.371398
10252.1,50809,1695.3,0.153773,0.247841,0.069818,0.155136,0.055377,0.171636,0.058724,0.151895,0.000599,0.017262,0.011365,0.091438,0.088683,0.220822,0.171357,0.213557,0.129204,0.192181,0.011578,0.061674,0.137255,0.211725,0.404737,0.375082,0.068674,0.123655,0.081062,0.157385,0.353547,0.378394,0.289209,0.308548,0.250962,0.441672
10272.1,52136,1739.6,0.306683,0.478046,0.150926,0.396346,0.209308,0.371497,0.077591,0.200044,0.242756,0.307626,0.11963,0.267187,0.105791,0.230169,1.038691,0.48327,0.302121,0.246736,1.035167,0.674052,0.205648,0.330373,0.763436,0.693169,0.152358,0.299693,0.137176,0.266816,0.5043,0.536102,0.687907,0.787966,0.217187,0.369309
10272.2,51864,1730.5,0.295964,0.479415,0.160189,0.445292,0.137188,0.306759,0.08184,0.215603,0.333389,0.318765,0.109705,0.255076,0.107011,0.235352,1.025655,0.471034,0.321904,0.261884,0.972898,0.71381,0.20997,0.334046,0.826933,0.775683,0.14924,0.282675,0.153683,0.293891,0.530005,0.546907,0.573677,0.673946,0.227478,0.376023
10272.3,51417,1715.6,0.279078,0.441446,0.132793,0.350883,0.147156,0.335243,0.090576,0.240157,0.336798,0.331726,0.114394,0.268163,0.101299,0.223525,0.953832,0.450359,0.316605,0.251931,0.920498,0.722905,0.206047,0.339661,0.941465,0.866131,0.165358,0.315972,0.164962,0.313057,0.545042,0.570174,0.610309,0.698507,0.224189,0.373594
10272.4,51824,1729.2,0.267926,0.435615,0.14632,0.401039,0.131214,0.288368,0.095535,0.254238,0.296207,0.298909,0.096583,0.220954,0.100327,0.228238,0.930639,0.479124,0.273076,0.244614,0.879786,0.706694,0.215991,0.336718,0.917936,0.826793,0.166488,0.315557,0.144885,0.287799,0.510733,0.538657,0.609379,0.697555,0.207423,0.342416
10272.5,50900,1698.3,0.31686,0.520199,0.199436,0.54303,0.194385,0.394319,0.094774,0.262981,0.28263,0.299704,0.139795,0.281639,0.11354,0.257019,1.083932,0.56182,0.302831,0.27044,1.109007,0.870236,0.225046,0.36631,0.983714,0.918207,0.166982,0.326091,0.169435,0.338859,0.598368,0.625166,0.739557,0.797414,0.197888,0.331054
10272.6,52385,1747.9,0.284466,0.466222,0.143852,0.374708,0.105412,0.284232,0.088588,0.240531,0.325112,0.315847,0.123855,0.272343,0.11658,0.256408,0.874095,0.50029,0.266037,0.254733,0.764535,0.718792,0.215231,0.362762,0.869227,0.835453,0.163041,0.313923,0.154974,0.301703,0.533807,0.557877,0.580015,0.672977,0.206023,0.34282
10283.1,48218,1608.8,0.203323,0.374298,0.141605,0.397808,1.304855,0.659497,0.077495,0.210599,0.737555,0.429017,0.633148,0.591894,0.063852,0.129633,0.705461,0.442648,0.179788,0.292271,0.020076,0.122013,0.165753,0.247518,0.535395,0.497121,0.11517,0.223467,0.10103,0.193767,0.381857,0.393807,0.53815,0.563722,0.188005,0.34924
10283.2,56593,1888.3,0.257929,0.431902,0.163773,0.415015,0.807676,0.645458,0.089316,0.234772,0.626321,0.418984,0.61014,0.652405,0.075985,0.149071,0.648821,0.454879,0.146404,0.26349,0.019449,0.099636,0.197713,0.295997,0.637782,0.551474,0.132032,0.257221,0.104111,0.194289,0.417525,0.413854,0.554925,0.575408,0.291194,0.502956
10283.3,53930,1799.4,0.270587,0.445681,0.192585,0.483904,0.715396,0.628958,0.096734,0.255266,0.653994,0.449447,0.636878,0.703121,0.080208,0.161061,0.636654,0.476813,0.161455,0.27209,0.01564,0.095643,0.203622,0.30313,0.654677,0.556168,0.134155,0.250761,0.10756,0.19983,0.443468,0.434329,0.582603,0.594737,0.258897,0.44276
10283.4,53425,1782.6,0.292401,0.457774,0.170956,0.402296,0.653927,0.654313,0.089611,0.236389,0.71818,0.490824,0.545764,0.647288,0.09141,0.185378,0.63954,0.448114,0.191929,0.293068,0.014787,0.087696,0.210103,0.316733,0.709924,0.597573,0.125238,0.23259,0.105436,0.194005,0.438634,0.424432,0.559671,0.578237,0.290889,0.477459
1029.1,54297,1811.7,0.218446,0.343368,0.132261,0.312805,0.034159,0.123746,0.094162,0.24278,0.839941,0.621497,0.958392,0.817719,0.09063,0.193465,0.710456,0.501084,0.951306,0.475996,0.458241,0.483845,0.193288,0.308319,0.611318,0.587164,0.159035,0.295095,0.203125,0.389182,0.476131,0.516512,0.522687,0.549135,0.207104,0.3557
1029.2,54232,1809.5,0.20949,0.320158,0.125057,0.294381,0.038067,0.124777,0.089401,0.231017,0.921392,0.544748,1.180479,0.843833,0.083894,0.17513,0.702296,0.412013,0.941222,0.391408,0.404562,0.427875,0.178399,0.283619,0.612495,0.573919,0.158222,0.300462,0.185576,0.352999,0.451661,0.476221,0.514082,0.560639,0.199696,0.33888
1029.3,54412,1815.5,0.225687,0.344846,0.130459,0.296562,0.055284,0.158365,0.096407,0.254707,1.050297,0.545579,1.174027,0.786174,0.087335,0.178275,0.77107,0.411122,0.948357,0.430805,0.363551,0.431007,0.188503,0.302938,0.616401,0.579994,0.143804,0.264076,0.199998,0.387326,0.469968,0.499091,0.514894,0.548595,0.198016,0.3242
1033.1,55336,1846.3,0.322523,0.470827,0.190768,0.432512,0.264053,0.644194,0.073928,0.192878,0.059735,0.184643,0.535723,0.504405,0.090572,0.196992,0.351838,0.402072,0.276973,0.409957,0.109597,0.294122,0.203717,0.375528,0.557015,0.59904,0.140649,0.317264,0.120543,0.24322,0.462356,0.454396,0.93183,0.907979,0.269817,0.436377
1033.2,56325,1879.3,0.2823,0.430929,0.149261,0.331465,0.127676,0.508089,0.073454,0.187015,0.09917,0.257632,0.488373,0.544726,0.098352,0.238465,0.665478,0.517432,0.312982,0.385397,0.13325,0.304968,0.203951,0.324514,0.702593,0.635651,0.149936,0.29736,0.139793,0.27802,0.456557,0.445218,0.558823,0.623299,0.261406,0.391214
1033.3,55732,1859.6,0.29453,0.436186,0.142414,0.311955,0.150217,0.559199,0.071629,0.183047,0.116022,0.305656,0.337525,0.499765,0.100826,0.24417,0.683219,0.522614,0.245279,0.422903,0.201814,0.422639,0.196053,0.325145,0.73105,0.65673,0.150761,0.287024,0.14699,0.31479,0.457816,0.442992,0.539905,0.569473,0.258923,0.391752
10335.1,53216,1775.6,0.293906,0.497684,0.112045,0.284369,0.994159,0.655684,0.091641,0.256681,0.165958,0.262097,0.243708,0.364179,0.071411,0.160125,0.408164,0.478249,0.056828,0.227704,0.076413,0.202468,0.206417,0.372712,0.566589,0.530074,0.217843,0.44409,0.161332,0.366385,0.534742,0.59649,0.523529,0.638537,0.156316,0.26556
10335.2,51279,1711.0,0.287765,0.459368,0.104908,0.253091,1.396865,0.675457,0.095536,0.255749,0.177653,0.269713,0.247583,0.378058,0.072672,0.16714,0.548934,0.556199,0.054839,0.225753,0.098351,0.231653,0.227255,0.401781,0.623777,0.557651,0.208582,0.429238,0.169665,0.340016,0.615045,0.637584,0.545488,0.616132,0.163093,0.273456
10353.1,50900,1698.3,0.18294,0.291531,0.086343,0.207121,0.32067,0.48639,0.051828,0.157497,0.670077,0.320016,0.929433,0.57986,0.061745,0.140558,1.479961,0.569401,0.649567,0.303014,0.535908,0.417829,0.180713,0.363142,0.627801,0.632304,0.162434,0.321751,0.132544,0.280766,0.550906,0.596745,0.521391,0.678429,0.235358,0.449982
10353.2,47725,1592.4,0.252332,0.378734,0.109609,0.250569,0.386686,0.499701,0.068989,0.190706,0.671543,0.312917,0.867551,0.618864,0.06822,0.15046,1.704707,0.593645,0.694953,0.324201,0.542359,0.420152,0.222711,0.441548,0.700796,0.656911,0.183335,0.339531,0.168284,0.354982,0.59788,0.609526,0.507482,0.635392,0.341248,0.588975
10353.3,53376,1780.9,0.25959,0.383469,0.117863,0.26079,0.351329,0.504429,0.064684,0.165695,0.722997,0.367905,0.662146,0.579968,0.109148,0.225206,1.656213,0.804346,0.767685,0.400085,0.570481,0.508899,0.279126,0.504824,0.653106,0.612526,0.169234,0.303373,0.154685,0.297018,0.647001,0.636955,0.921271,0.916342,0.273882,0.519239
10353.4,50809,1695.3,0.264211,0.406155,0.169764,0.411442,0.165005,0.393977,0.082531,0.228698,1.218571,0.359273,1.740932,0.800683,0.08705,0.185107,1.914091,0.719912,1.080463,0.3933,0.385365,0.403538,0.247685,0.458442,0.621543,0.575083,0.141663,0.2708,0.172723,0.339039,0.660092,0.682812,0.506738,0.598217,0.265555,0.418694
10353.5,35684,1190.6,0.214407,0.344724,0.168343,0.421646,0.094339,0.275148,0.076655,0.210663,1.118066,0.450518,1.615414,0.830083,0.066105,0.141172,1.700889,0.895892,0.978194,0.447177,0.402887,0.441777,0.22119,0.430827,0.547825,0.569234,0.131263,0.296688,0.174072,0.365802,0.632485,0.700765,0.510277,0.67726,0.192263,0.370035
10358.1,53111,1772.1,0.282077,0.446677,0.141443,0.340576,0.108473,0.29198,0.070992,0.19314,0.118265,0.23273,0.300355,0.410041,0.096582,0.214752,0.339338,0.426641,0.316265,0.280577,0.404781,0.483486,0.304281,0.589814,0.696516,0.688222,0.203784,0.548784,0.176511,0.398233,0.498159,0.512161,0.433885,0.480421,0.172944,0.282924
10358.2,53921,1799.1,0.352073,0.541985,0.158014,0.361603,0.218893,0.414959,0.079798,0.205428,0.12925,0.230007,0.392407,0.451854,0.105075,0.231297,0.373017,0.451588,0.3072,0.287817,0.378078,0.461966,0.347061,0.611304,0.766491,0.689398,0.183612,0.387451,0.168349,0.336573,0.5223,0.527345,0.486573,0.5268,0.211864,0.350305
10358.3,55419,1849.1,0.382258,0.593365,0.153006,0.357694,0.22772,0.433256,0.082561,0.216304,0.141054,0.248928,0.542648,0.538573,0.099927,0.216943,0.395736,0.482829,0.383344,0.331033,0.382,0.450558,0.334118,0.624798,0.747198,0.687024,0.207819,0.489664,0.172058,0.351091,0.490345,0.505788,0.497122,0.537513,0.190011,0.317905
10359.1,53019,1769.0,0.174225,0.308742,0.106636,0.290334,0.124903,0.335944,0.054169,0.149662,0.152907,0.239741,0.484452,0.527878,0.053821,0.11268,0.520867,0.406703,0.322718,0.351651,0.952374,0.546737,0.125551,0.205513,0.585423,0.564236,0.091315,0.168654,0.127211,0.247977,0.428378,0.450735,0.344337,0.370234,0.205767,0.32731
10394.1,54412,1815.5,0.267191,0.473939,0.216739,0.524409,0.663892,0.459004,0.052463,0.135979,0.058629,0.174447,0.06223,0.197575,0.134337,0.312506,0.314918,0.460398,0.08717,0.2472,0.40262,0.453259,0.279819,0.504322,0.774228,0.811994,0.146554,0.344282,0.168776,0.344556,0.505466,0.550823,0.548378,0.596619,0.171512,0.288317
10394.2,45004,1501.6,0.312482,0.544303,0.215819,0.482416,0.585797,0.477472,0.053223,0.136256,0.044722,0.126127,0.044189,0.167477,0.125068,0.293529,0.448244,0.516465,0.052077,0.164114,0.264671,0.386456,0.326234,0.578219,0.878126,0.854961,0.187147,0.40857,0.174118,0.347269,0.541809,0.563523,0.586131,0.613256,0.178622,0.296543
10394.3,50204,1675.1,0.297069,0.516191,0.187837,0.456846,0.672208,0.493124,0.057306,0.14859,0.043888,0.134767,0.074667,0.231736,0.130138,0.283661,0.270829,0.408824,0.080181,0.205521,0.394113,0.451404,0.309587,0.530553,0.835675,0.803744,0.143126,0.301767,0.163343,0.346522,0.510233,0.564513,0.548397,0.590259,0.160196,0.262107
10394.4,46060,1536.8,0.31363,0.551051,0.199266,0.468372,0.553073,0.435272,0.052939,0.139558,0.047732,0.140454,0.041335,0.160175,0.128267,0.289842,0.316542,0.452152,0.075541,0.211663,0.365926,0.421945,0.319023,0.550185,0.826726,0.807502,0.163636,0.356572,0.165041,0.35623,0.517445,0.56761,0.571729,0.603344,0.152332,0.247958
